Symbol	GSM753773	GSM753777	GSM753778	GSM753779	GSM753775	GSM753770	GSM712085	GSM712090	GSM712093	GSM712100	GSM712101	GSM712104	GSM712110	GSM712113	GSM712115	GSM712118	GSM712123	GSM712128	GSM712136	GSM712138	GSM712139	GSM712151	GSM712152	GSM712157	GSM712163	GSM712091	GSM712096	GSM712097	GSM712102	GSM712103	GSM712106	GSM712107	GSM712108	GSM712111	GSM712117	GSM712119	GSM712121	GSM712124	GSM712125	GSM712129	GSM712133	GSM712135	GSM712145	GSM712147	GSM712148	GSM712149	GSM712150	GSM712153	GSM712155	GSM712156	GSM712158	GSM712159	GSM712398	GSM712399	GSM712401	GSM712402	GSM712403	GSM712406	GSM712408	GSM712410	GSM712411	GSM712412	GSM712413	GSM712415	GSM712416	GSM712418	GSM712421	GSM712422	GSM712423	GSM712426	GSM712428	GSM712429	GSM712434	GSM712440	GSM712441	GSM712445	GSM712446	GSM712447	GSM712448	GSM712449	GSM712450	GSM712451	GSM712452	GSM712454	GSM712457	GSM712461	GSM712462	GSM712463	GSM712464	GSM712465	GSM712466	GSM712467	GSM712469	GSM712470	GSM712471	GSM712472
STAMBP	6.23826	5.90437	5.98069	5.06029	5.919	5.86265	6.63014	6.98036	6.993	7.50002	7.68479	6.24279	7.28949	6.39264	5.95653	7.25159	7.52814	6.94214	7.09122	7.2921	6.74	7.32066	7.14433	7.0203	7.23484	7.09321	5.76246	7.19226	6.10595	6.98106	7.71695	6.48434	6.69379	6.47308	6.83354	6.91838	6.8791	6.95023	6.70479	6.3691	7.13189	7.58547	6.18017	6.55509	7.01456	6.39666	6.57906	6.97436	6.81567	7.22445	6.96704	6.94277	7.07785701506829	5.7265845714747	7.36979370649993	7.21141178524696	6.69013395596899	6.80529922104799	6.88712856117228	6.67785229940673	5.77472180541207	6.73371998527266	7.05482396205249	6.87463583425019	6.56737015793633	6.97436657926706	6.86062603911687	6.78541903153206	6.3181224467791	7.10480806163832	7.06459915809184	5.97657102889131	7.00263681558599	6.20038476168974	6.93691478229578	6.21682186596104	6.62482087150094	6.92588635599497	6.43042507010298	6.83550866629781	7.22457729894098	8.36518833153268	6.68646660846705	6.48228241913225	6.73911547134566	6.07179014496694	6.95398509764655	7.21610810075305	6.67576797960347	6.92380203619171	7.93229621543104	7.26655391675099	7.61247185270764	7.13992489275405	6.14799973676091	6.79807006122402
STAU1	7.5816	7.86212	8.18311	7.00724	8.00457	8.56291	8.93707	8.95733	9.08909	8.32057	9.20951	8.97097	8.46386	7.97278	8.53715	9.3462	9.73617	9.02364	9.19937	9.69226	8.93245	9.5653	8.77735	9.25353	9.16186	8.76317	8.36248	8.71096	8.53459	7.91637	9.12911	8.50608	7.92509	8.09056	8.48688	8.80753	8.56603	8.94926	7.73622	9.0412	9.71149	8.07058	8.35621	9.05488	9.15319	9.26725	9.25168	8.92937	8.47244	9.10878	8.46517	8.59922	8.43682319781079	7.48902844839188	8.14156122695949	9.34972682611657	8.72488521123735	8.81445777891598	8.70001031408147	8.26564261712691	8.60212912296758	8.37210004071308	8.28525453655462	8.40923398042222	8.05118583216979	9.80415245756056	10.0160733283097	9.20623740912108	7.7259261625967	9.27938387924134	9.01980311332676	8.18678715421677	8.15866271875416	9.27415913137561	9.13092458012966	8.55849610664498	7.96353750090025	7.54340405605793	8.7693975143959	8.5247646246923	8.56842312758987	7.74152394646903	8.81996287910621	7.94033197440391	8.05336493432842	7.98212995732977	9.07243289060841	8.81268646195662	8.1709854777448	8.74851126622045	8.83533128380395	8.34355507676371	9.2560636631577	9.22560720608672	8.34677912849549	8.22072252876908
STC2	4.87063	5.52542	5.96783	5.0942	5.75848	4.71156	5.9237	6.05288	5.24033	6.00262	6.56366	6.4361	6.98706	5.02974	7.49562	6.09512	5.78134	5.87394	7.274	4.82293	6.48179	6.5093	6.15492	5.72662	6.5136	6.32791	5.92676	6.45927	5.40672	6.31417	5.37961	6.50468	6.31982	5.77415	5.62369	5.24882	6.63744	5.39796	5.21154	5.45515	5.19384	5.03506	5.79405	6.58946	6.67516	5.48602	5.06209	6.95561	4.90746	6.00879	5.20993	6.07627	5.50734226418401	5.9460569219941	5.15060958142782	6.8037379313384	6.1411940979994	5.22320800946771	5.55850064069309	6.19929990835539	5.85875158853803	4.95251749037725	5.3558295591525	6.61280756186702	6.31139494894704	6.3700421177846	6.8301855488238	5.53813202782374	6.0931485327594	5.2764303151878	4.3296620007189	5.00945035735649	6.48792292714811	5.73552486416894	6.15003628653183	5.04836049821987	5.54805693331932	5.98637685056993	6.17681097476652	5.84862367361185	5.43595061442598	6.38633926374042	5.42189785050836	4.89953202899285	4.87855438783172	5.33125413974922	5.56860599901587	6.16845375320717	7.30505844188259	6.16273565424551	5.61677562557457	5.04020628609111	6.23095810122598	5.35977696474734	5.88513153621323	6.80776428504513
STEAP4	3.11909	2.77152	3.21106	3.14893	2.82228	2.60052	3.56202	3.66579	4.05562	4.1787	3.53091	3.6906	5.38064	3.70973	3.92543	5.41348	4.22029	4.51374	4.89767	3.72178	3.81356	3.93565	3.39654	3.08383	6.19317	3.83559	5.91079	4.70193	4.38338	4.23498	4.31151	3.89398	7.11911	4.69337	3.82459	4.14101	3.63826	3.62677	4.35056	3.78711	3.46814	3.896	5.90055	4.6375	4.08039	3.91024	3.90879	4.64213	3.658	5.88589	5.11633	4.28619	3.65037659559822	4.33772221675546	4.73402971412082	3.28076938652596	4.08255015186477	6.75637729644042	4.72604702531678	3.69141085395912	3.26860232418344	3.92742944711717	4.31011282349715	3.29913828822014	5.06298872310509	3.39674876379911	4.89801730565233	4.31765964005761	5.72651081277692	4.22369803783212	4.70395452931306	3.17419239622169	6.21167398037143	4.04330919644893	3.53097250783971	4.93728316805352	5.72358424199852	5.984036587783	3.20144063819244	5.31275597217525	3.91447781473618	6.03746207135455	4.60615725134398	3.85495011975436	3.77527267362598	3.39942626472403	4.1327750878191	3.43941442970031	3.11949665639739	7.5564021193122	3.54502004757601	3.5133383622133	4.44286705540221	4.31387377828471	2.25944599883683	5.03525479492004
STK39	7.52477	7.43495	7.6777	6.86273	7.80637	7.11635	8.50668	8.63749	8.56568	9.32643	9.06926	7.86979	8.58527	8.66701	7.94415	9.05555	9.1581	9.13155	9.12808	9.77453	8.89675	8.95951	8.51536	8.52516	8.68271	8.73129	8.01611	9.02886	8.51246	9.30554	9.25163	8.20434	7.62287	7.89866	8.76033	8.75866	8.86315	8.32891	8.33337	8.80067	8.21369	8.58972	8.13821	7.89406	8.75007	8.4288	8.39882	8.40141	9.1155	9.05711	8.29927	8.26609	9.13724495126265	7.62850791962273	8.86413262370352	9.01946739842203	7.98466987131339	8.55033111252615	9.05183977607432	8.46879483125235	7.70910987617567	8.975948921635	9.67309991792971	8.71586450215544	8.49216610877692	7.94877074682745	8.62314264323756	9.28726328672445	8.53721108792479	9.08829159969091	7.9970003257281	8.22194887190214	8.72574728899157	7.90383104370446	8.59379695130074	7.73278382227179	7.95990368645909	8.28350902745392	8.70246812798876	8.21056590171139	8.61143068546905	9.342138414696	7.84824530256493	8.5272361845669	9.0977664419306	8.70052052152838	8.9577230098267	8.66806918685744	8.09240672328056	9.32200437493666	8.74950019210635	8.53190780817119	8.92438998844734	8.23470043041639	8.30926217504153	8.50275950878102
STK40	6.02838	6.09373	6.56735	5.83229	5.88557	5.98722	7.76177	7.67294	7.20312	7.58006	7.7297	6.48383	7.94428	7.00808	7.01215	7.71812	6.69123	6.9587	7.43341	8.40336	6.72412	7.56188	7.65708	6.91287	7.43999	7.07533	7.24103	7.33611	6.23929	6.76538	7.37686	7.06483	7.05813	6.72506	7.4951	6.35642	7.52379	7.17543	6.71697	7.11613	7.54266	5.79493	6.63158	7.33501	6.7158	6.88295	7.06629	7.52271	7.27258	7.32016	7.19037	7.22881	7.77686606566152	6.38040452255978	6.83110928435166	8.3258206765784	7.41571317198132	7.16250374378597	7.28686136421963	6.6973622694696	6.67388186921425	7.08119352382045	6.67612204874391	7.40415273934677	6.57564584835794	7.38671529251403	7.6469771377472	7.18973160485946	6.12729189224534	8.17727741418561	6.74060326569956	6.98326172487558	6.40345624648538	7.45758516960983	6.91442460327892	6.73432523170903	6.09079909114176	7.15552046809165	6.56783287654153	6.54494709184035	6.9706088590136	6.66050993337978	6.77536753321543	6.62764013867603	6.93446176462756	6.16487712657634	7.76410257364992	7.32216493421487	6.86382696809969	6.71518690782599	6.16086692865287	6.92061966765724	6.25297702647436	7.58530305933798	6.86887428617578	6.4694032599234
STRA13	6.19449	5.55021	5.76719	5.71227	5.89974	5.53314	6.5392	6.69527	6.70833	6.78901	6.90152	6.88101	6.33012	6.63121	6.72565	6.56593	6.80621	6.44616	6.21089	6.75989	6.33269	6.39726	7.07606	6.96715	6.5017	6.91825	6.7739	6.62664	6.83191	7.29021	7.02807	6.50881	7.13937	6.63926	6.45303	6.90088	6.74684	6.427	6.29701	6.47079	7.06409	7.89214	6.50864	6.67092	6.37614	6.52726	6.32624	6.6915	7.27231	6.86871	6.79424	7.14279	5.78616967515143	6.16815113411687	8.09345266727754	6.33793732203679	6.95640425288715	6.62749885812262	6.24361014839019	7.41289110074243	6.1553180610991	6.49261535923832	6.45313526836197	6.98016314815573	6.27512065570455	6.4792646038695	6.00852786814098	6.69768568634723	6.92219634805951	5.95064280736334	7.89689685252119	6.54610012003215	7.03178152784189	6.4151809780992	6.42579346629543	6.19358568541644	7.03751690336257	6.61605535352078	6.59609733656638	6.29896129029171	6.36160085476702	6.66947199821579	7.22189355964983	6.58154773785833	6.7949418522431	6.47406053391962	6.57729729329193	6.97655299491825	7.20220800709071	7.74475273419578	7.33303178648531	7.77426062820481	6.14228063978486	7.06222942401464	6.4134372059694	7.20636308911876
STRN	5.95799	6.591	6.21413	5.60584	5.86244	6.13147	7.40162	7.33636	7.69101	7.92641	8.27781	6.57331	7.78508	6.88602	6.62522	7.68107	7.73574	7.52236	7.08432	7.9076	7.62479	7.95618	7.24693	7.48129	7.44185	7.37221	6.49385	7.81599	7.30251	6.82704	8.13227	6.63342	7.11981	6.52381	7.30865	6.94925	7.02777	7.2756	6.46947	6.92575	8.09595	6.94266	6.93785	6.5474	8.30949	6.98394	7.38132	7.70849	7.38285	8.14027	7.02375	6.9682	7.38922483910707	7.09165271659443	6.77138705949269	7.23879466667216	7.47992697259434	7.32958080584009	7.70265003364096	7.0880164707031	5.74958996321847	7.42094298396111	7.31783201135954	7.20362028809963	6.38124067689527	7.37966019232361	7.33871342340874	7.22477771881385	6.40867453203577	8.22121710034097	6.67006420780798	6.3988338665873	7.42520327205161	7.34720999796669	7.67374007868319	6.28801837298826	6.2603925048634	7.08690039523151	6.7116230181105	7.05167801341288	7.34188163765069	7.9406741293788	6.59213093778067	7.20362028809963	6.46767052148052	6.57564182274872	7.46406189976156	7.3105115163308	7.14846455834208	7.84700779544546	6.99594624470226	7.21566910286825	8.37423944806474	7.63371737225555	6.89032710249248	6.67611261681533
STT3B	8.07375	8.13766	7.97071	6.71112	7.92	7.88738	10.194	9.32327	8.74316	9.95069	10.7438	8.60843	10.1466	8.83839	8.77232	9.56702	10.3288	9.2618	9.45132	10.0214	9.3668	9.69615	9.29555	8.71946	10.2213	9.72475	8.54124	9.02593	8.48471	9.24062	9.97846	9.70327	8.88143	8.55686	8.94093	9.10809	9.49415	8.77696	8.76517	8.79781	9.71778	9.1535	9.02546	8.97756	9.98161	9.50692	9.24066	9.26807	9.76756	10.0629	10.7412	9.51341	9.73748687378772	8.94356101833545	8.93126645163031	9.29252461029495	9.28124055592174	8.88377237202964	9.28140897464374	9.52645821513653	9.10827452843989	9.52595295897057	9.52881607724437	9.52090039731092	8.09596011618554	8.56310312536415	9.75988656381215	9.00722329524698	8.60672357435909	10.3847200223883	7.85394241268852	7.61840882998805	9.43450159293099	9.52763714619045	9.05438053740367	8.34735874249729	8.63063903288141	9.45235397746174	8.24549909943884	8.90617206205407	9.20174691914333	9.0368649903169	8.57438717973736	9.17092629301949	9.55896302848025	7.76813307383554	9.8547063042915	10.5021078716141	9.55037367365886	9.32283998025283	9.6138675318484	9.23307280143313	9.93150524151811	9.69824531156448	9.96417847358381	9.0026759897533
STX11	4.84939	4.04828	4.2613	4.67704	4.33504	4.12119	4.82843	4.74675	4.69295	4.57255	5.15526	6.10145	5.96892	4.53587	4.79101	5.79933	4.19498	6.03987	4.93405	5.06448	5.07509	5.21947	4.69835	5.06644	5.83789	4.57723	5.50584	5.93818	5.70334	5.7944	4.64907	5.35677	6.6699	5.91149	5.29111	5.21758	5.47347	5.71281	5.17692	4.90909	5.83228	5.8762	6.46556	5.20201	4.57333	5.73266	5.0551	4.65615	5.80526	5.26546	5.03797	5.52704	4.78980253630879	5.59771295913727	4.5989146277741	4.65621629910535	4.66813943947817	6.60646031442997	4.66466185686943	6.09638000216439	4.67442785013533	5.08955446883968	4.43030416572547	5.7252461108225	5.61464329552194	4.43680175428391	5.66952634736966	5.10533432676732	5.70704763341134	5.20337339437239	5.04199264353668	4.92294427047203	5.13803144746078	5.51558448564813	4.78462538325217	5.98058696018838	4.07544692982675	6.4070876272747	5.74421593174462	6.33681692606423	5.38905800261281	5.35352390663326	5.26522468505643	4.65009784549298	4.57867666582548	3.89909688543085	3.99071680619046	4.99803913703071	4.87553932859498	5.2949017998002	4.71392325262032	5.74956304184603	4.94635912179629	4.99610424144389	5.24228048401004	4.57415319371035
STXBP6	5.92176	5.65517	5.39639	5.37059	4.69784	5.38421	6.18556	6.073	6.86691	6.89404	6.00122	6.43832	6.52765	6.3221	6.57781	6.32197	6.71537	5.95841	6.28578	6.16238	6.80748	6.4954	6.78942	6.05941	5.94429	6.71119	5.97968	6.75105	6.57359	7.15727	6.38692	6.68882	5.43457	6.40998	7.0591	6.58037	7.21226	6.47821	7.14941	7.12143	6.69409	7.30675	5.58616	5.72997	7.69172	6.30211	6.326	6.77883	7.9162	6.95219	6.88662	7.04737	6.96542808998839	6.36065473568571	7.5119795189323	5.95622297639447	6.46511319436126	5.78070468289259	6.9348377588352	7.5687095387963	5.86806264497267	7.40082629106175	6.39628494926659	7.78878440480574	5.39719721159096	6.14220968240165	5.36403679114007	6.11133099976628	6.48774251720204	6.11827650938057	5.70684909239118	6.30898967229134	6.14373919895931	6.31341524069177	6.39399067443011	5.45946859472124	6.98364438144969	6.19956655331387	6.0475802481622	5.81790202409402	6.02859919842207	6.2033276596032	5.71863389209774	7.0306832841082	6.50889247156902	6.1469486763262	7.42040911780817	6.37551110552855	6.39143312215336	7.20773109416774	7.17962309316551	7.91905658964703	7.3930909491267	6.78544661702317	5.66305727816246	6.46858594916841
SULF2	7.22423	6.68208	7.52074	7.3674	7.6242	8.19705	8.55825	8.66568	8.74074	8.46508	7.75412	8.53872	8.47448	7.19782	8.35303	8.98844	8.36296	8.89713	7.818	9.06876	8.44024	9.19089	9.31946	8.90953	9.55412	8.15604	8.73366	8.41112	7.05271	7.80274	8.84727	8.06742	8.98325	8.04648	8.82658	8.83999	7.75059	8.97923	6.94255	8.70762	9.37226	7.58903	8.67712	8.15805	7.10917	9.18364	8.87816	8.96305	7.4006	8.5896	8.35598	8.68576	7.81574900971744	7.58466907573561	8.12992997080843	9.33739267312234	6.54420121056987	8.98673283721957	8.13374184489564	7.75465042392076	8.81540484405774	6.97742993161522	7.41853218175808	8.19059415499973	8.06090355571357	9.17968317028917	9.60791627287265	9.38528545011547	7.54542089068954	9.28439567726599	8.8339320725272	7.15015886995439	7.86667173790809	8.56589542196768	8.47357422078432	8.97582935692453	8.36692862666356	8.14296201896983	9.01045116487331	8.46580929208815	8.33507612894908	8.44310094816692	8.57020685790107	7.10868437668075	8.40447178540851	7.80137031657936	9.11894296581693	8.41754727373045	8.23715114705632	8.38382684911284	7.66939910886496	6.65289935227605	8.37557321861062	8.32016529384441	7.88149569269168	8.31311712779713
SULT2A1	2.35872	2.00007	2.38368	2.7573	2.60344	2.06504	3.25917	2.98304	3.09369	3.31474	2.68809	3.06308	2.92795	3.11604	2.50352	6.47179	3.13532	3.35497	3.00196	2.99223	3.04203	3.10545	8.43173	3.35871	2.93053	3.24835	3.08073	2.60622	3.70382	3.04824	2.90717	3.07237	3.44103	3.04119	3.9775	2.98487	2.51686	2.93231	3.3762	2.80464	2.72421	3.52495	2.72479	3.55113	2.71528	3.46427	3.09434	3.41719	3.14211	2.82533	3.11831	3.18206	3.07944768260502	2.42395866088369	2.59592858612112	3.72955219285936	2.92518644570154	3.46830305419888	3.23962853770511	2.72249804976583	3.71716112765118	3.45997545571889	3.09071836809802	4.40303417836477	3.13576766589942	4.90170348413154	2.73672854435714	2.85247881881197	3.17737221412878	2.54696632035924	3.30992818431131	3.46410581078828	1.93848308041956	3.45783502880033	3.39430782674112	2.9259556616254	2.42603219946104	3.27716961920628	2.5970489658363	3.7525617822338	2.29034919932719	3.31917549748287	2.84660936687126	2.83839882298837	3.13277441263051	2.78968738850601	1.4076906487892	3.05478260678576	6.08112888250974	2.30844249562307	4.40860263277007	2.38504636838782	2.44650003186969	2.03117359924405	2.22528356542026	1.8715780171295
SUN3	3.4506	3.51539	4.36067	3.84472	4.31861	3.56686	4.41276	3.87619	4.69872	4.11642	3.50109	4.34529	4.12644	4.45808	4.65886	3.49829	3.73865	4.73618	4.35881	3.73287	4.16579	4.07372	4.54383	4.29471	4.19915	4.08212	4.88914	4.45648	4.34591	4.97317	4.38	4.74917	3.63429	4.08506	4.72422	4.14618	4.47266	4.49462	5.39789	4.65099	4.76288	4.47602	4.90786	4.74585	3.89954	4.26893	4.24497	4.02945	4.76857	4.47335	4.31249	5.34024	4.85962237353749	4.55516348447003	4.48142287573484	4.68993604008332	4.29321086424264	3.64474204837964	3.72561959865407	4.4347465772229	4.78654756785915	4.3053938921075	4.04528683123068	3.42028465293286	4.20240467189235	3.60807615723125	4.02728678718491	3.24288902092567	4.16054084459836	4.58804481087421	4.27363391822012	4.31373395145122	4.29075790561214	4.19498739222391	3.64984653848217	4.42918653766042	4.96768104158902	3.76164304825638	4.04164243555107	4.12073283025185	3.79598446908348	3.93349032145647	4.1723851305571	4.38483470946977	4.09514029520689	6.1154087040479	6.17870671747036	4.78298493746722	3.62469787214178	4.65283796098575	4.40828966627958	3.98977988164892	4.11429673403561	4.10832786803471	4.78220232685654	4.81954570181716
SYNGAP1	4.36813	4.9451	4.81548	4.47931	4.71747	4.98599	5.5467	5.93065	5.80488	6.58018	6.61553	4.86603	6.22304	5.54506	5.68979	6.54609	6.11222	5.56035	5.57653	6.26587	5.76493	5.91415	5.65207	5.43907	6.1793	5.6154	5.34475	5.86714	5.34652	5.65836	5.87299	5.66943	5.17231	5.05671	5.73123	5.39073	5.85793	5.81099	4.90652	6.12817	6.11799	5.18227	5.33473	5.80891	5.38428	5.70221	5.65693	5.89783	5.66502	6.10911	5.74457	5.39104	5.66929134844922	5.32467589513245	5.78093686011686	6.04813448496522	6.11145299527533	5.61982883153532	5.84099752222357	5.60508064734481	4.48840924199099	5.36035000886182	5.30320924390007	6.10597818812853	5.95142641008081	5.75118364893143	5.91110208978724	5.91460326275272	4.84638052113747	6.83800721680345	5.11232096804842	4.41719619495562	6.02681653219855	5.92978402429804	5.01326075379724	4.72301486676299	4.84040554642418	5.8164217212535	5.11042844212113	5.05400413340328	5.42038363488386	6.00803997139139	5.34629124483054	5.85801673752682	5.49259701705223	4.67205184714959	6.14235524005947	5.80633726166953	4.93297710035323	4.54484706875118	5.76752696211779	5.70668225355549	5.78557354863871	6.15671140102218	5.06665702103143	5.88195719050701
SYNJ2	5.63089	6.29417	6.25783	5.99357	6.01509	5.95681	6.79979	6.90262	7.30853	7.40376	7.41342	6.78357	7.02274	7.4459	6.95978	7.69146	6.82219	7.14934	7.20798	7.46768	7.04418	6.9699	8.07674	7.02202	7.16834	6.86676	6.60196	7.25937	7.02148	6.81886	6.958	6.98032	6.55266	6.50217	7.62635	6.48277	7.13938	7.09653	6.52127	7.19173	7.73691	5.87158	6.83501	6.33087	7.0565	6.82207	6.57534	8.07533	6.5297	7.23837	6.47441	6.44447	7.33909764098252	6.48334040056198	6.80788680556967	7.42635847112621	7.3204482950965	6.40308407861688	7.14318519353929	7.04956120154912	6.38800615163284	6.83757736904701	6.09140232690751	6.57373250995423	6.97500154426105	7.39779969532908	6.72224820443427	6.87104055812503	6.21491808907372	7.44938406270902	6.37417319109702	6.37261383918207	6.61149649221702	7.40791033193889	6.61028925202481	6.44038277038892	6.12572064445501	6.75388795780529	6.85324634070849	6.4430236083094	7.00593707418662	7.1567792211204	6.68376742330735	6.99019265001312	7.12977979723821	6.82636009559432	7.71600808932762	5.92739371662735	7.11404794848339	6.19838141352407	6.56870234248666	6.59084765476264	7.74548487068759	7.70232603381583	6.62300300029909	6.96975759467611
SYNPR	2.65018	3.6479	3.09655	2.49224	2.82481	2.58039	3.06829	2.95184	3.3452	6.05749	3.20902	3.1611	3.29425	3.12646	3.05534	3.12018	3.09899	3.31871	4.9963	2.83341	3.97109	3.17923	2.86483	3.16477	3.2451	3.12359	3.59102	3.40665	3.17693	2.76378	3.33307	3.31302	3.45924	3.18083	2.97623	3.15521	2.98136	3.10497	3.22079	3.43213	2.4005	3.09613	3.53242	2.97875	2.87418	3.29556	3.70352	3.25348	3.42382	2.86557	3.22853	3.59198	3.6336433883103	3.35244399197279	2.84657396771631	2.90914568311058	3.04235568053187	2.81571725694644	3.13228115128976	2.92550211233822	3.17091833074087	3.03932025104637	5.23856916027997	3.04236265853069	2.9459267148763	2.76814126101043	2.89649457125491	4.16301531258327	3.02057734622324	2.69689589308632	3.05617909618884	2.99104645522864	2.92580216628736	3.07140508960808	2.94474743307619	3.28297801374707	3.16234237019447	3.04320001838876	2.99390045674489	3.13297895117149	3.3142603824448	2.89819720296632	3.08842442872335	3.04447699217231	3.47178172774538	2.90163037838441	2.87303453923132	5.82004580172134	2.86997119775055	2.62645299502619	2.97628798773016	2.83154335826396	2.77907578515706	3.09781681513137	3.99684822674811	3.0211704761227
TAAR5	2.58311	2.96317	3.26248	2.70624	3.25395	2.98657	4.16151	4.16837	3.99856	3.88587	3.94279	4.63339	3.81505	3.97989	3.73427	4.06509	3.84959	3.92098	3.94667	4.46568	4.41091	4.37453	3.58292	3.3159	3.67372	3.89351	4.16786	3.51568	3.82686	2.9523	3.79191	3.75389	3.19863	3.70492	3.99479	3.79454	3.9124	2.70116	3.95788	3.70407	2.93689	4.17273	3.70897	4.39891	3.53511	3.20561	3.85562	3.87549	3.38773	3.70477	2.81156	4.46103	4.03015159360148	4.67493804773577	3.31571029424125	3.74403469578915	3.99171340364298	3.08317994365865	3.480762992647	4.8089887437099	3.6360336546772	4.13873526383925	3.55501754149782	3.6854344716083	3.74355939308124	4.21127259000345	3.11895030551472	2.74936411925641	3.66714298352674	2.96378696990244	3.40098879944634	4.0620888691035	3.15867641248818	3.55918793945104	3.9179648221909	4.4689786517595	4.16363499279521	3.36301057985033	4.55977680131444	4.29173673874784	4.10662933253766	3.84082779240183	3.54860862111384	4.02245475620253	3.71100882376258	4.03033558174648	2.29181626734517	3.56024587128476	3.72474660525553	3.34760157270701	3.06203663932966	2.78726567712534	3.67534578832442	4.05247548852752	3.06478112915917	3.55684209060235
TAF1A	5.7665	4.57605	5.10037	4.88466	4.33069	4.38192	5.69037	5.06605	5.03273	5.86585	5.56061	5.28905	5.90659	5.7002	4.55496	5.30217	4.31051	4.87463	5.25796	5.50448	6.17632	4.26223	5.29288	3.50732	6.07487	5.04031	5.91513	5.70326	2.60784	4.16338	5.63002	4.33528	4.11278	4.85335	4.27778	4.52375	4.78493	4.93464	3.25869	5.44038	2.90199	5.35984	5.11723	5.78539	5.80182	5.35525	5.17446	4.55786	4.22661	4.67339	4.02246	4.87456	3.64836536234616	5.0748434857247	5.29605079694855	4.25037125468856	4.57628132509984	5.66193181016635	2.284317197045	5.07586088165996	4.64537522655317	4.2488070084381	5.560433848175	4.93539665534816	5.53231556801426	5.34933690905779	4.70251472576719	3.36813636942805	4.41022959101625	5.01329103164148	4.45296022029716	5.62421185586659	5.36368219174495	5.2573643165103	5.70481504883755	4.93486252248214	5.10712037177082	5.58586874655649	5.31787393975988	5.39466189797361	5.67442034527166	5.28362584908919	5.13404321170763	4.89185210931904	4.71883121307892	4.31964320043056	5.28466867992284	4.00894319925142	3.63850933922333	5.41799841723863	5.18842302444726	4.30960913301906	3.3908751685811	5.62330891697405	4.86026196552922	4.64748632311883
TBC1D16	4.837635	5.943655	6.18227	5.796955	5.459265	6.291395	7.17217	7.393765	6.836605	6.820185	7.17046	6.693315	6.765925	6.58196	6.96529	6.94232	6.745225	6.51999	7.72535	7.72045	6.797415	6.953405	7.284345	6.900165	6.60132	6.650095	6.88328	6.410775	6.44305	6.37603	6.55629	6.7645	6.50795	6.622835	6.95837	6.526655	6.26664	6.71754	6.474495	6.871625	6.897555	5.99172	6.810925	7.10536	5.605865	6.79363	6.68266	7.29029	6.90442	7.4306	6.95413	6.465955	5.81442829157726	6.65460220627799	6.70962289549154	7.62951705825725	6.74058043017563	6.2356572411276	6.24564171782333	6.54972277401795	6.79495057274895	5.98267238082774	6.75348529559328	7.44211012775645	6.76460115775029	6.88645844308857	7.07320068463087	6.82543433977114	6.13203647519322	7.13987464409553	6.95308997559844	6.87366671621705	6.19775582817494	7.15893141795886	6.1696408994623	6.75243876404161	6.12026299523685	6.26165789325949	6.37113357895595	5.98393104715341	6.69941214170355	6.17687469525531	6.30530815858724	6.10421146400503	6.06807076967648	5.63199238594693	6.77120562038048	6.57343944174989	6.48480953317739	5.73746579557414	5.69903404568651	6.580305537268	6.91685735620116	7.3983325815643	6.12309853004916	6.00544151323587
TBC1D7	5.35102	5.1045	5.68211	4.79641	4.99631	5.26843	6.11566	6.1948	6.5458	6.53059	6.77907	5.50792	6.42084	6.33878	5.71927	6.50527	6.77031	6.03415	6.57103	7.0535	5.69879	6.11603	7.19994	6.96887	5.86322	6.35915	5.71514	6.27246	5.85286	6.41358	6.87962	6.35915	5.82176	5.8154	6.00428	6.56447	6.28434	6.97793	6.09841	6.69209	6.43507	6.48434	5.77841	5.91301	6.01525	6.0155	5.85083	6.25314	6.07502	6.30755	6.14364	6.30072	6.90515700057174	5.29730612533028	6.05301770584303	6.40623715083049	5.53521122259727	5.7063605657173	6.1049497919721	6.0761766091168	5.38979399422587	5.97978583095072	6.08654332711602	6.00293242220787	5.70307325727812	5.78513284809137	5.82219201813607	6.95681822233504	5.88072334517676	6.30197899404029	6.60380808163023	5.44580135785821	5.94089217042873	6.40373781145538	5.61078238064854	6.33017351211416	5.50882657096744	5.49136813139157	5.77806575054797	5.66522611816935	5.87641413935761	6.88176416898207	5.72796815489618	5.79780191319968	6.25532876304383	5.6463641086981	6.78313260379002	6.35062377173019	6.2633685099007	6.90859205321043	7.26344899640917	6.52672254553394	6.56458199665933	6.39003453695048	6.15882717672811	5.91598496079404
